"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"Carrington Drive","Occupied No Notice","""6910-311""","2020"
"Carrington Drive","Occupied No Notice","""6920-101""","2020"
"Carrington Drive","Occupied No Notice","""6920-102""","2020"
"Carrington Drive","Occupied No Notice","""6920-103""","2020"
"Carrington Drive","Occupied No Notice","""6920-104""","2020"
"Carrington Drive","Occupied No Notice","""6920-106""","2020"
"Carrington Drive","Occupied No Notice","""6920-107""","2020"
"Carrington Drive","Occupied No Notice","""6920-108""","2020"
"Carrington Drive","Vacant Unrented Not Ready","""6920-109""","2020"
"Carrington Drive","Occupied No Notice","""6920-110""","2020"
"Carrington Drive","Occupied No Notice","""6920-111""","2020"
"Carrington Drive","Occupied No Notice","""6920-201""","2020"
"Carrington Drive","Occupied No Notice","""6920-202""","2020"
"Carrington Drive","Occupied No Notice","""6920-203""","2020"
"Carrington Drive","Occupied No Notice","""6920-204""","2020"
"Carrington Drive","Occupied No Notice","""6920-205""","2020"
"Carrington Drive","Occupied No Notice","""6920-206""","2020"
"Carrington Drive","Occupied No Notice","""6920-207""","2020"
"Carrington Drive","Occupied No Notice","""6920-208""","2020"
"Carrington Drive","Occupied No Notice","""6920-209""","2020"
"Carrington Drive","Occupied No Notice","""6920-210""","2020"
"Carrington Drive","Occupied No Notice","""6920-211""","2020"
"Carrington Drive","Occupied No Notice","""6920-301""","2020"
"Carrington Drive","Vacant Unrented Ready","""6920-302""","2020"
"Carrington Drive","Occupied No Notice","""6920-303""","2020"
"Carrington Drive","Occupied No Notice","""6920-304""","2020"
"Carrington Drive","Occupied No Notice","""6920-305""","2020"
"Carrington Drive","Occupied No Notice","""6920-306""","2020"
"Carrington Drive","Occupied No Notice","""6920-307""","2020"
"Carrington Drive","Occupied No Notice","""6920-308""","2020"
"Carrington Drive","Occupied No Notice","""6920-309""","2020"
"Carrington Drive","Vacant Unrented Not Ready","""6920-310""","2020"
"Carrington Drive","Occupied No Notice","""6920-311""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-01""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-02""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-10""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-11""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-12""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-13""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-14""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-15""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-20""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-21""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-22""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-23""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-24""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-25""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-26""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-27""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-30""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-31""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-32""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-33""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-34""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-35""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-36""","2020"
"Chicago Apartments LLC","Occupied No Notice","""00-37""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-01""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-02""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-10""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-11""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-12""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-13""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-14""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-15""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-20""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-21""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-22""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-23""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-24""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-25""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-26""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-27""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-30""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-31""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-32""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-33""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-34""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-35""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-36""","2020"
"Chicago Apartments LLC","Occupied No Notice","""04-37""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-01""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-02""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-10""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-11""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-20""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-21""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-22""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-23""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-30""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-31""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-32""","2020"
"Chicago Apartments LLC","Occupied No Notice","""08-33""","2020"
"Clover Field Market Place","Occupied No Notice","""A-101""","2020"
"Clover Field Market Place","Occupied No Notice","""A-102""","2020"
"Clover Field Market Place","Occupied No Notice","""A-103""","2020"
"Clover Field Market Place","Occupied No Notice","""A-104""","2020"
"Clover Field Market Place","Occupied No Notice","""A-105""","2020"
"Clover Field Market Place","Occupied No Notice","""A-106""","2020"
"Clover Field Market Place","Vacant Unrented Not Ready","""A-107""","2020"
"Clover Field Market Place","Occupied No Notice","""A-108""","2020"
"Clover Field Market Place","Occupied No Notice","""A-110""","2020"
"Clover Field Market Place","Vacant Rented Not Ready","""A-201""","2020"
"Clover Field Market Place","Occupied No Notice","""A-202""","2020"
"Clover Field Market Place","Occupied No Notice","""A-203""","2020"
"Clover Field Market Place","Occupied No Notice","""A-204""","2020"
"Clover Field Market Place","Occupied No Notice","""A-205""","2020"
"Clover Field Market Place","Occupied No Notice","""A-206""","2020"
"Clover Field Market Place","Occupied No Notice","""A-207""","2020"
"Clover Field Market Place","Occupied No Notice","""A-208""","2020"
"Clover Field Market Place","Occupied No Notice","""A-209""","2020"
"Clover Field Market Place","Occupied No Notice","""A-210""","2020"
"Clover Field Market Place","Occupied No Notice","""A-211""","2020"
"Clover Field Market Place","Occupied No Notice","""A-212""","2020"
"Clover Field Market Place","Occupied No Notice","""A-213""","2020"
"Clover Field Market Place","Occupied No Notice","""A-214""","2020"
"Clover Field Market Place","Occupied No Notice","""A-215""","2020"
"Clover Field Market Place","Occupied No Notice","""A-301""","2020"
"Clover Field Market Place","Occupied No Notice","""A-302""","2020"
"Clover Field Market Place","Occupied No Notice","""A-303""","2020"
"Clover Field Market Place","Occupied No Notice","""A-304""","2020"
"Clover Field Market Place","Occupied No Notice","""A-305""","2020"
"Clover Field Market Place","Occupied No Notice","""A-306""","2020"
"Clover Field Market Place","Notice Unrented","""A-307""","2020"
"Clover Field Market Place","Occupied No Notice","""A-308""","2020"
"Clover Field Market Place","Occupied No Notice","""A-309""","2020"
"Clover Field Market Place","Occupied No Notice","""A-310""","2020"
"Clover Field Market Place","Occupied No Notice","""A-311""","2020"
"Clover Field Market Place","Occupied No Notice","""A-312""","2020"
"Clover Field Market Place","Occupied No Notice","""A-313""","2020"
"Clover Field Market Place","Occupied No Notice","""A-314""","2020"
"Clover Field Market Place","Occupied No Notice","""A-315""","2020"
"Clover Field Market Place","Occupied No Notice","""A-401""","2020"
"Clover Field Market Place","Notice Unrented","""A-402""","2020"
"Clover Field Market Place","Occupied No Notice","""A-403""","2020"
"Clover Field Market Place","Occupied No Notice","""A-404""","2020"
"Clover Field Market Place","Occupied No Notice","""A-405""","2020"
"Clover Field Market Place","Occupied No Notice","""A-406""","2020"
"Clover Field Market Place","Occupied No Notice","""A-407""","2020"
"Clover Field Market Place","Occupied No Notice","""A-408""","2020"
"Clover Field Market Place","Occupied No Notice","""A-409""","2020"
"Clover Field Market Place","Occupied No Notice","""A-410""","2020"
"Clover Field Market Place","Occupied No Notice","""A-411""","2020"
"Clover Field Market Place","Occupied No Notice","""A-412""","2020"
"Clover Field Market Place","Occupied No Notice","""A-413""","2020"
"Clover Field Market Place","Occupied No Notice","""A-414""","2020"
"Clover Field Market Place","Occupied No Notice","""A-415""","2020"
"Clover Field Market Place","Occupied No Notice","""A-416""","2020"
"Clover Field Market Place","Occupied No Notice","""B-101""","2020"
"Clover Field Market Place","Occupied No Notice","""B-102""","2020"
"Clover Field Market Place","Occupied No Notice","""B-103""","2020"
"Clover Field Market Place","Occupied No Notice","""B-104""","2020"
"Clover Field Market Place","Occupied No Notice","""B-105""","2020"
"Clover Field Market Place","Occupied No Notice","""B-106""","2020"
"Clover Field Market Place","Occupied No Notice","""B-107""","2020"
"Clover Field Market Place","Occupied No Notice","""B-109""","2020"
"Clover Field Market Place","Occupied No Notice","""B-111""","2020"
"Clover Field Market Place","Occupied No Notice","""B-112""","2020"
"Clover Field Market Place","Occupied No Notice","""B-113""","2020"
"Clover Field Market Place","Occupied No Notice","""B-201""","2020"
"Clover Field Market Place","Occupied No Notice","""B-202""","2020"
"Clover Field Market Place","Occupied No Notice","""B-203""","2020"
"Clover Field Market Place","Occupied No Notice","""B-204""","2020"
"Clover Field Market Place","Occupied No Notice","""B-205""","2020"
"Clover Field Market Place","Occupied No Notice","""B-206""","2020"
"Clover Field Market Place","Occupied No Notice","""B-207""","2020"
"Clover Field Market Place","Occupied No Notice","""B-209""","2020"
"Clover Field Market Place","Occupied No Notice","""B-210""","2020"
"Clover Field Market Place","Notice Unrented","""B-211""","2020"
"Clover Field Market Place","Occupied No Notice","""B-212""","2020"
"Clover Field Market Place","Occupied No Notice","""B-213""","2020"
"Clover Field Market Place","Occupied No Notice","""C-101""","2020"
"Clover Field Market Place","Occupied No Notice","""C-102""","2020"
"Clover Field Market Place","Occupied No Notice","""C-103""","2020"
"Clover Field Market Place","Notice Unrented","""C-104""","2020"
"Clover Field Market Place","Occupied No Notice","""C-105""","2020"
"Clover Field Market Place","Notice Unrented","""C-106""","2020"
"Clover Field Market Place","Occupied No Notice","""C-107""","2020"
"Clover Field Market Place","Occupied No Notice","""C-108""","2020"
"Clover Field Market Place","Occupied No Notice","""C-109""","2020"
"Clover Field Market Place","Occupied No Notice","""C-111""","2020"
"Clover Field Market Place","Occupied No Notice","""C-116""","2020"
"Clover Field Market Place","Occupied No Notice","""C-201""","2020"
"Clover Field Market Place","Occupied No Notice","""C-202""","2020"
"Clover Field Market Place","Occupied No Notice","""C-203""","2020"
"Clover Field Market Place","Occupied No Notice","""C-204""","2020"
"Clover Field Market Place","Occupied No Notice","""C-205""","2020"
"Clover Field Market Place","Occupied No Notice","""C-206""","2020"
"Clover Field Market Place","Occupied No Notice","""C-207""","2020"
"Clover Field Market Place","Occupied No Notice","""C-208""","2020"
"Clover Field Market Place","Occupied No Notice","""C-209""","2020"
"Clover Field Market Place","Occupied No Notice","""C-211""","2020"
"Clover Field Market Place","Occupied No Notice","""C-213""","2020"
"Clover Field Market Place","Occupied No Notice","""C-215""","2020"
"Clover Field Market Place","Occupied No Notice","""C-216""","2020"
"Clover Field Market Place","Occupied No Notice","""C-217""","2020"
"Clover Field Market Place","Notice Unrented","""C-301""","2020"
"Clover Field Market Place","Occupied No Notice","""C-302""","2020"
"Clover Field Market Place","Occupied No Notice","""C-303""","2020"
"Clover Field Market Place","Occupied No Notice","""C-304""","2020"
"Clover Field Market Place","Occupied No Notice","""C-305""","2020"
"Clover Field Market Place","Occupied No Notice","""C-306""","2020"
"Clover Field Market Place","Occupied No Notice","""C-307""","2020"
"Clover Field Market Place","Occupied No Notice","""C-308""","2020"
"Clover Field Market Place","Occupied No Notice","""C-309""","2020"
"Clover Field Market Place","Occupied No Notice","""C-311""","2020"
"Clover Field Market Place","Occupied No Notice","""C-313""","2020"
"Clover Field Market Place","Occupied No Notice","""C-315""","2020"
"Clover Field Market Place","Occupied No Notice","""C-316""","2020"
"Clover Field Market Place","Occupied No Notice","""C-317""","2020"
"Como by the Lake","Occupied No Notice","""110""","2020"
"Como by the Lake","Vacant Rented Not Ready","""111""","2020"
"Como by the Lake","Occupied No Notice","""112""","2020"
"Como by the Lake","Occupied No Notice","""113""","2020"
"Como by the Lake","Occupied No Notice","""114""","2020"
"Como by the Lake","Occupied No Notice","""115""","2020"
"Como by the Lake","Vacant Rented Not Ready","""116""","2020"
"Como by the Lake","Occupied No Notice","""117""","2020"
"Como by the Lake","Occupied No Notice","""118""","2020"
"Como by the Lake","Notice Unrented","""119""","2020"
"Como by the Lake","Occupied No Notice","""120""","2020"
"Como by the Lake","Occupied No Notice","""121""","2020"
"Como by the Lake","Occupied No Notice","""200""","2020"
"Como by the Lake","Occupied No Notice","""201""","2020"
"Como by the Lake","Occupied No Notice","""202""","2020"
"Como by the Lake","Vacant Unrented Not Ready","""203""","2020"
"Como by the Lake","Occupied No Notice","""204""","2020"
"Como by the Lake","Vacant Unrented Not Ready","""205""","2020"
"Como by the Lake","Occupied No Notice","""206""","2020"
"Como by the Lake","Occupied No Notice","""207""","2020"
"Como by the Lake","Occupied No Notice","""208""","2020"
"Como by the Lake","Occupied No Notice","""209""","2020"
"Como by the Lake","Occupied No Notice","""210""","2020"
