"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"Minneapolis 220","Occupied No Notice","""2741-104""","2020"
"Minneapolis 220","Occupied No Notice","""2741-201""","2020"
"Minneapolis 220","Occupied No Notice","""2741-202""","2020"
"Minneapolis 220","Occupied No Notice","""2741-203""","2020"
"Minneapolis 220","Notice Unrented","""2741-204""","2020"
"Minneapolis 220","Occupied No Notice","""2741-205""","2020"
"Minneapolis 220","Occupied No Notice","""2741-206""","2020"
"Minneapolis 220","Occupied No Notice","""2741-301""","2020"
"Minneapolis 220","Occupied No Notice","""2741-302""","2020"
"Minneapolis 220","Occupied No Notice","""2741-303""","2020"
"Minneapolis 220","Occupied No Notice","""2741-304""","2020"
"Minneapolis 220","Occupied No Notice","""2741-305""","2020"
"Minneapolis 220","Occupied No Notice","""2741-306""","2020"
"Minneapolis 220","Occupied No Notice","""2815-01""","2020"
"Minneapolis 220","Occupied No Notice","""2815-02""","2020"
"Minneapolis 220","Occupied No Notice","""2815-03""","2020"
"Minneapolis 220","Occupied No Notice","""2815-04""","2020"
"Minneapolis 220","Vacant Unrented Not Ready","""2815-05""","2020"
"Minneapolis 220","Occupied No Notice","""2815-06""","2020"
"Minneapolis 220","Occupied No Notice","""2815-07""","2020"
"Minneapolis 220","Occupied No Notice","""2815-08""","2020"
"Minneapolis 220","Occupied No Notice","""3018-101""","2020"
"Minneapolis 220","Occupied No Notice","""3018-102""","2020"
"Minneapolis 220","Down","""3018-104""","2020"
"Minneapolis 220","Occupied No Notice","""3018-201""","2020"
"Minneapolis 220","Occupied No Notice","""3018-202""","2020"
"Minneapolis 220","Occupied No Notice","""3018-203""","2020"
"Minneapolis 220","Occupied No Notice","""3018-204""","2020"
"Minneapolis 220","Occupied No Notice","""3018-301""","2020"
"Minneapolis 220","Occupied No Notice","""3018-302""","2020"
"Minneapolis 220","Occupied No Notice","""3018-303""","2020"
"Minneapolis 220","Occupied No Notice","""3018-304""","2020"
"Minneapolis 220","Occupied No Notice","""3019-01""","2020"
"Minneapolis 220","Occupied No Notice","""3019-02""","2020"
"Minneapolis 220","Occupied No Notice","""3019-03""","2020"
"Minneapolis 220","Occupied No Notice","""3019-04""","2020"
"Minneapolis 220","Occupied No Notice","""3019-05""","2020"
"Minneapolis 220","Occupied No Notice","""3019-06""","2020"
"Minneapolis 220","Occupied No Notice","""3019-07""","2020"
"Minneapolis 220","Occupied No Notice","""3019-08""","2020"
"Minneapolis 220","Occupied No Notice","""3019-09""","2020"
"Minneapolis 220","Occupied No Notice","""3019-10""","2020"
"Minneapolis 220","Occupied No Notice","""3019-11""","2020"
"Minneapolis 220","Occupied No Notice","""3020-101""","2020"
"Minneapolis 220","Occupied No Notice","""3020-102""","2020"
"Minneapolis 220","Occupied No Notice","""3020-104""","2020"
"Minneapolis 220","Occupied No Notice","""3020-201""","2020"
"Minneapolis 220","Occupied No Notice","""3020-202""","2020"
"Minneapolis 220","Occupied No Notice","""3020-203""","2020"
"Minneapolis 220","Occupied No Notice","""3020-204""","2020"
"Minneapolis 220","Occupied No Notice","""3020-301""","2020"
"Minneapolis 220","Occupied No Notice","""3020-302""","2020"
"Minneapolis 220","Occupied No Notice","""3020-303""","2020"
"Minneapolis 220","Occupied No Notice","""3020-304""","2020"
"Minneapolis 220","Occupied No Notice","""3023-01""","2020"
"Minneapolis 220","Occupied No Notice","""3023-02""","2020"
"Minneapolis 220","Occupied No Notice","""3023-03""","2020"
"Minneapolis 220","Occupied No Notice","""3023-04""","2020"
"Minneapolis 220","Occupied No Notice","""3023-05""","2020"
"Minneapolis 220","Vacant Rented Not Ready","""3023-06""","2020"
"Minneapolis 220","Occupied No Notice","""3023-07""","2020"
"Minneapolis 220","Occupied No Notice","""3023-08""","2020"
"Minneapolis 220","Occupied No Notice","""3023-09""","2020"
"Minneapolis 220","Occupied No Notice","""3023-10""","2020"
"Minneapolis 220","Occupied No Notice","""3023-11""","2020"
"Minneapolis 220","Occupied No Notice","""3024-101""","2020"
"Minneapolis 220","Occupied No Notice","""3024-102""","2020"
"Minneapolis 220","Occupied No Notice","""3024-103""","2020"
"Minneapolis 220","Occupied No Notice","""3024-201""","2020"
"Minneapolis 220","Occupied No Notice","""3024-202""","2020"
"Minneapolis 220","Down","""3024-203""","2020"
"Minneapolis 220","Occupied No Notice","""3024-204""","2020"
"Minneapolis 220","Occupied No Notice","""3024-301""","2020"
"Minneapolis 220","Occupied No Notice","""3024-302""","2020"
"Minneapolis 220","Occupied No Notice","""3024-303""","2020"
"Minneapolis 220","Occupied No Notice","""3024-304""","2020"
"Minneapolis 220","Occupied No Notice","""3027-01""","2020"
"Minneapolis 220","Occupied No Notice","""3027-02""","2020"
"Minneapolis 220","Occupied No Notice","""3027-04""","2020"
"Minneapolis 220","Occupied No Notice","""3027-05""","2020"
"Minneapolis 220","Occupied No Notice","""3027-06""","2020"
"Minneapolis 220","Occupied No Notice","""3027-07""","2020"
"Minneapolis 220","Occupied No Notice","""3027-08""","2020"
"Minneapolis 220","Occupied No Notice","""3027-09""","2020"
"Minneapolis 220","Occupied No Notice","""3027-10""","2020"
"Minneapolis 220","Occupied No Notice","""3027-11""","2020"
"Minneapolis 220","Occupied No Notice","""3030-01""","2020"
"Minneapolis 220","Occupied No Notice","""3030-02""","2020"
"Minneapolis 220","Occupied No Notice","""3030-03""","2020"
"Minneapolis 220","Occupied No Notice","""3030-04""","2020"
"Minneapolis 220","Occupied No Notice","""3030-05""","2020"
"Minneapolis 220","Occupied No Notice","""3030-06""","2020"
"Minneapolis 220","Occupied No Notice","""3030-07""","2020"
"Minneapolis 220","Occupied No Notice","""3030-08""","2020"
"Minneapolis 220","Occupied No Notice","""3030-09""","2020"
"Minneapolis 220","Occupied No Notice","""3030-10""","2020"
"Minneapolis 220","Occupied No Notice","""3030-11""","2020"
"Minneapolis 220","Occupied No Notice","""3030-12""","2020"
"Minneapolis 220","Occupied No Notice","""3030-13""","2020"
"Minneapolis 220","Occupied No Notice","""3030-14""","2020"
"Minneapolis 220","Occupied No Notice","""3032-101""","2020"
"Minneapolis 220","Occupied No Notice","""3032-102""","2020"
"Minneapolis 220","Occupied No Notice","""3032-103""","2020"
"Minneapolis 220","Occupied No Notice","""3032-104""","2020"
"Minneapolis 220","Occupied No Notice","""3032-105""","2020"
"Minneapolis 220","Down","""3032-106""","2020"
"Minneapolis 220","Occupied No Notice","""3032-201""","2020"
"Minneapolis 220","Occupied No Notice","""3032-202""","2020"
"Minneapolis 220","Occupied No Notice","""3032-203""","2020"
"Minneapolis 220","Occupied No Notice","""3032-204""","2020"
"Minneapolis 220","Occupied No Notice","""3032-205""","2020"
"Minneapolis 220","Occupied No Notice","""3032-206""","2020"
"Minneapolis 220","Occupied No Notice","""3032-301""","2020"
"Minneapolis 220","Occupied No Notice","""3032-302""","2020"
"Minneapolis 220","Occupied No Notice","""3032-303""","2020"
"Minneapolis 220","Occupied No Notice","""3032-304""","2020"
"Minneapolis 220","Occupied No Notice","""3032-305""","2020"
"Minneapolis 220","Occupied No Notice","""3032-306""","2020"
"Minneapolis 220","Occupied No Notice","""3105-101""","2020"
"Minneapolis 220","Occupied No Notice","""3105-102""","2020"
"Minneapolis 220","Occupied No Notice","""3105-103""","2020"
"Minneapolis 220","Occupied No Notice","""3105-201""","2020"
"Minneapolis 220","Occupied No Notice","""3105-202""","2020"
"Minneapolis 220","Occupied No Notice","""3105-203""","2020"
"Minneapolis 220","Occupied No Notice","""3105-204""","2020"
"Minneapolis 220","Occupied No Notice","""3105-301""","2020"
"Minneapolis 220","Occupied No Notice","""3105-302""","2020"
"Minneapolis 220","Occupied No Notice","""3105-303""","2020"
"Minneapolis 220","Occupied No Notice","""3105-304""","2020"
"Minneapolis 220","Occupied No Notice","""3114-01""","2020"
"Minneapolis 220","Occupied No Notice","""3114-02""","2020"
"Minneapolis 220","Occupied No Notice","""3114-03""","2020"
"Minneapolis 220","Vacant Unrented Not Ready","""3114-04""","2020"
"Minneapolis 220","Occupied No Notice","""3114-05""","2020"
"Minneapolis 220","Occupied No Notice","""3114-06""","2020"
"Minneapolis 220","Occupied No Notice","""3114-07""","2020"
"Minneapolis 220","Occupied No Notice","""3114-08""","2020"
"Minneapolis 220","Occupied No Notice","""3114-09""","2020"
"Minneapolis 220","Occupied No Notice","""3114-10""","2020"
"Minneapolis 220","Occupied No Notice","""3114-11""","2020"
"Minneapolis 220","Occupied No Notice","""3121-01""","2020"
"Minneapolis 220","Occupied No Notice","""3121-02""","2020"
"Minneapolis 220","Occupied No Notice","""3121-03""","2020"
"Minneapolis 220","Occupied No Notice","""3121-04""","2020"
"Minneapolis 220","Occupied No Notice","""3121-05""","2020"
"Minneapolis 220","Occupied No Notice","""3121-06""","2020"
"Minneapolis 220","Occupied No Notice","""3121-07""","2020"
"Minneapolis 220","Vacant Unrented Ready","""3121-08""","2020"
"Minneapolis 220","Occupied No Notice","""3121-09""","2020"
"Minneapolis 220","Occupied No Notice","""3121-10""","2020"
"Minneapolis 220","Occupied No Notice","""3121-11""","2020"
"Minneapolis 220","Notice Unrented","""7008-01""","2020"
"Minneapolis 220","Occupied No Notice","""7008-02""","2020"
"Minneapolis 220","Occupied No Notice","""7008-03""","2020"
"Minneapolis 220","Occupied No Notice","""7008-04""","2020"
"Minneapolis 220","Occupied No Notice","""7008-05""","2020"
"Minneapolis 220","Occupied No Notice","""7008-06""","2020"
"Minneapolis 220","Occupied No Notice","""7008-07""","2020"
"Minneapolis 220","Occupied No Notice","""7008-08""","2020"
"Minneapolis 220","Occupied No Notice","""7008-09""","2020"
"Minneapolis 220","Occupied No Notice","""7008-10""","2020"
"Minneapolis 220","Occupied No Notice","""7008-11""","2020"
"Minneapolis 220","Notice Unrented","""759-01""","2020"
"Minneapolis 220","Occupied No Notice","""759-02""","2020"
"Minneapolis 220","Occupied No Notice","""759-03""","2020"
"Minneapolis 220","Occupied No Notice","""759-04""","2020"
"Minneapolis 220","Occupied No Notice","""759-05""","2020"
"Minneapolis 220","Occupied No Notice","""759-06""","2020"
"Minneapolis 220","Occupied No Notice","""759-07""","2020"
"Minneapolis 220","Occupied No Notice","""759-08""","2020"
"Minneapolis 220","Occupied No Notice","""759-09""","2020"
"Minneapolis 220","Occupied No Notice","""759-10""","2020"
"Minneapolis 220","Notice Unrented","""759-11""","2020"
"Minneapolis 220","Occupied No Notice","""759-12""","2020"
"Minneapolis 220","Occupied No Notice","""759-14""","2020"
"Minneapolis 220","Occupied No Notice","""759-15""","2020"
"Minneapolis 220","Occupied No Notice","""759-16""","2020"
"Minneapolis 220","Occupied No Notice","""759-17""","2020"
"Minneapolis 220","Occupied No Notice","""759-18""","2020"
"Paige Hall","Occupied No Notice","""101""","2020"
"Paige Hall","Occupied No Notice","""103""","2020"
"Paige Hall","Occupied No Notice","""104""","2020"
"Paige Hall","Occupied No Notice","""105""","2020"
"Paige Hall","Occupied No Notice","""106""","2020"
"Paige Hall","Occupied No Notice","""107""","2020"
"Paige Hall","Vacant Rented Ready","""108""","2020"
"Paige Hall","Occupied No Notice","""109""","2020"
"Paige Hall","Occupied No Notice","""110""","2020"
"Paige Hall","Occupied No Notice","""111""","2020"
"Paige Hall","Occupied No Notice","""112""","2020"
"Paige Hall","Occupied No Notice","""113""","2020"
"Paige Hall","Occupied No Notice","""114""","2020"
"Paige Hall","Occupied No Notice","""117""","2020"
"Paige Hall","Occupied No Notice","""201""","2020"
"Paige Hall","Occupied No Notice","""202""","2020"
"Paige Hall","Occupied No Notice","""203""","2020"
"Paige Hall","Occupied No Notice","""204""","2020"
"Paige Hall","Occupied No Notice","""205""","2020"
"Paige Hall","Vacant Rented Not Ready","""206""","2020"
"Paige Hall","Occupied No Notice","""207""","2020"
"Paige Hall","Occupied No Notice","""208""","2020"
"Paige Hall","Occupied No Notice","""209""","2020"
"Paige Hall","Occupied No Notice","""210""","2020"
"Paige Hall","Occupied No Notice","""211""","2020"
"Paige Hall","Occupied No Notice","""212""","2020"
"Paige Hall","Occupied No Notice","""213""","2020"
"Paige Hall","Occupied No Notice","""214""","2020"
"Paige Hall","Notice Unrented","""301""","2020"
"Paige Hall","Occupied No Notice","""302""","2020"
"Paige Hall","Occupied No Notice","""303""","2020"
"Paige Hall","Occupied No Notice","""304""","2020"
"Paige Hall","Occupied No Notice","""305""","2020"
"Paige Hall","Occupied No Notice","""306""","2020"
"Paige Hall","Occupied No Notice","""307""","2020"
"Paige Hall","Occupied No Notice","""308""","2020"
"Paige Hall","Occupied No Notice","""309""","2020"
"Paige Hall","Vacant Rented Ready","""310""","2020"
"Paige Hall","Vacant Rented Ready","""311""","2020"
"Paige Hall","Occupied No Notice","""312""","2020"
"Paige Hall","Occupied No Notice","""313""","2020"
"Paige Hall","Occupied No Notice","""314""","2020"
"Paige Hall","Occupied No Notice","""401""","2020"
"Paige Hall","Vacant Rented Not Ready","""402""","2020"
"Paige Hall","Occupied No Notice","""403""","2020"
"Paige Hall","Occupied No Notice","""404""","2020"
"Paige Hall","Occupied No Notice","""405""","2020"
"Paige Hall","Occupied No Notice","""406""","2020"
"Paige Hall","Occupied No Notice","""407""","2020"
"Paige Hall","Occupied No Notice","""408""","2020"
"Paige Hall","Occupied No Notice","""409""","2020"
"Paige Hall","Occupied No Notice","""410""","2020"
"Paige Hall","Vacant Rented Ready","""411""","2020"
"Paige Hall","Occupied No Notice","""412""","2020"
"Paige Hall","Occupied No Notice","""413""","2020"
"Paige Hall","Occupied No Notice","""414""","2020"
"Paige Hall","Occupied No Notice","""501""","2020"
"Paige Hall","Occupied No Notice","""502""","2020"
"Paige Hall","Occupied No Notice","""503""","2020"
"Paige Hall","Occupied No Notice","""504""","2020"
"Paige Hall","Occupied No Notice","""505""","2020"
"Paige Hall","Occupied No Notice","""506""","2020"
"Paige Hall","Occupied No Notice","""507""","2020"
"Paige Hall","Occupied No Notice","""508""","2020"
"Paige Hall","Occupied No Notice","""509""","2020"
"Paige Hall","Vacant Rented Ready","""510""","2020"
"Paige Hall","Vacant Rented Not Ready","""511""","2020"
"Paige Hall","Occupied No Notice","""512""","2020"
"Paige Hall","Occupied No Notice","""513""","2020"
"Paige Hall","Occupied No Notice","""514""","2020"
"Parkview Villa","Occupied No Notice","""101""","2020"
"Parkview Villa","Vacant Unrented Not Ready","""102""","2020"
"Parkview Villa","Occupied No Notice","""103""","2020"
"Parkview Villa","Occupied No Notice","""104""","2020"
"Parkview Villa","Occupied No Notice","""105""","2020"
"Parkview Villa","Occupied No Notice","""106""","2020"
"Parkview Villa","Occupied No Notice","""115""","2020"
"Parkview Villa","Occupied No Notice","""117""","2020"
"Parkview Villa","Occupied No Notice","""118""","2020"
"Parkview Villa","Occupied No Notice","""119""","2020"
"Parkview Villa","Occupied No Notice","""120""","2020"
"Parkview Villa","Vacant Rented Not Ready","""121""","2020"
"Parkview Villa","Occupied No Notice","""122""","2020"
"Parkview Villa","Occupied No Notice","""123""","2020"
"Parkview Villa","Occupied No Notice","""124""","2020"
"Parkview Villa","Occupied No Notice","""201""","2020"
"Parkview Villa","Occupied No Notice","""202""","2020"
"Parkview Villa","Occupied No Notice","""203""","2020"
"Parkview Villa","Occupied No Notice","""204""","2020"
"Parkview Villa","Occupied No Notice","""205""","2020"
"Parkview Villa","Vacant Unrented Not Ready","""206""","2020"
"Parkview Villa","Occupied No Notice","""207""","2020"
"Parkview Villa","Occupied No Notice","""209""","2020"
"Parkview Villa","Occupied No Notice","""210""","2020"
"Parkview Villa","Occupied No Notice","""211""","2020"
"Parkview Villa","Occupied No Notice","""212""","2020"
"Parkview Villa","Occupied No Notice","""214""","2020"
"Parkview Villa","Occupied No Notice","""215""","2020"
"Parkview Villa","Occupied No Notice","""216""","2020"
"Parkview Villa","Occupied No Notice","""217""","2020"
"Parkview Villa","Occupied No Notice","""218""","2020"
"Parkview Villa","Occupied No Notice","""219""","2020"
"Parkview Villa","Occupied No Notice","""220""","2020"
"Parkview Villa","Occupied No Notice","""221""","2020"
"Parkview Villa","Occupied No Notice","""222""","2020"
"Parkview Villa","Vacant Rented Not Ready","""223""","2020"
"Parkview Villa","Occupied No Notice","""224""","2020"
"Parkview Villa","Occupied No Notice","""225""","2020"
"Parkview Villa","Occupied No Notice","""301""","2020"
"Parkview Villa","Occupied No Notice","""302""","2020"
"Parkview Villa","Occupied No Notice","""303""","2020"
"Parkview Villa","Occupied No Notice","""304""","2020"
"Parkview Villa","Occupied No Notice","""305""","2020"
"Parkview Villa","Notice Unrented","""306""","2020"
"Parkview Villa","Occupied No Notice","""307""","2020"
"Parkview Villa","Occupied No Notice","""308""","2020"
"Parkview Villa","Notice Unrented","""309""","2020"
"Parkview Villa","Occupied No Notice","""310""","2020"
"Parkview Villa","Occupied No Notice","""311""","2020"
"Parkview Villa","Occupied No Notice","""312""","2020"
"Parkview Villa","Occupied No Notice","""314""","2020"
"Parkview Villa","Occupied No Notice","""315""","2020"
"Parkview Villa","Occupied No Notice","""316""","2020"
"Parkview Villa","Occupied No Notice","""317""","2020"
"Parkview Villa","Vacant Unrented Not Ready","""318""","2020"
"Parkview Villa","Occupied No Notice","""319""","2020"
"Parkview Villa","Occupied No Notice","""320""","2020"
"Parkview Villa","Occupied No Notice","""321""","2020"
"Parkview Villa","Occupied No Notice","""322""","2020"
"Parkview Villa","Vacant Unrented Not Ready","""323""","2020"
"Parkview Villa","Occupied No Notice","""324""","2020"
"Parkview Villa","Occupied No Notice","""325""","2020"
"Parkview Villa","Occupied No Notice","""401""","2020"
"Parkview Villa","Occupied No Notice","""402""","2020"
"Parkview Villa","Occupied No Notice","""403""","2020"
"Parkview Villa","Occupied No Notice","""404""","2020"
"Parkview Villa","Occupied No Notice","""405""","2020"
"Parkview Villa","Occupied No Notice","""406""","2020"
"Parkview Villa","Occupied No Notice","""407""","2020"
"Parkview Villa","Occupied No Notice","""408""","2020"
"Parkview Villa","Occupied No Notice","""409""","2020"
"Parkview Villa","Occupied No Notice","""410""","2020"
"Parkview Villa","Occupied No Notice","""411""","2020"
"Parkview Villa","Occupied No Notice","""412""","2020"
"Parkview Villa","Occupied No Notice","""414""","2020"
"Parkview Villa","Occupied No Notice","""415""","2020"
"Parkview Villa","Occupied No Notice","""416""","2020"
"Parkview Villa","Occupied No Notice","""417""","2020"
"Parkview Villa","Vacant Unrented Not Ready","""418""","2020"
"Parkview Villa","Occupied No Notice","""419""","2020"
"Parkview Villa","Occupied No Notice","""420""","2020"
"Parkview Villa","Occupied No Notice","""421""","2020"
"Parkview Villa","Occupied No Notice","""422""","2020"
"Parkview Villa","Occupied No Notice","""423""","2020"
"Parkview Villa","Occupied No Notice","""424""","2020"
"Parkview Villa","Occupied No Notice","""425""","2020"
"Parkview Villa","Occupied No Notice","""501""","2020"
"Parkview Villa","Occupied No Notice","""502""","2020"
"Parkview Villa","Vacant Rented Ready","""503""","2020"
"Parkview Villa","Occupied No Notice","""504""","2020"
"Parkview Villa","Occupied No Notice","""505""","2020"
"Parkview Villa","Occupied No Notice","""506""","2020"
"Parkview Villa","Occupied No Notice","""507""","2020"
"Parkview Villa","Occupied No Notice","""508""","2020"
"Parkview Villa","Occupied No Notice","""509""","2020"
"Parkview Villa","Occupied No Notice","""510""","2020"
"Parkview Villa","Occupied No Notice","""511""","2020"
"Parkview Villa","Vacant Rented Not Ready","""512""","2020"
"Parkview Villa","Occupied No Notice","""601""","2020"
"Parkview Villa","Occupied No Notice","""602""","2020"
"Parkview Villa","Occupied No Notice","""603""","2020"
"Parkview Villa","Occupied No Notice","""604""","2020"
"Parkview Villa","Occupied No Notice","""605""","2020"
"Parkview Villa","Occupied No Notice","""606""","2020"
"Parkview Villa","Occupied No Notice","""607""","2020"
"Parkview Villa","Occupied No Notice","""608""","2020"
"Parkview Villa","Occupied No Notice","""609""","2020"
"Parkview Villa","Occupied No Notice","""610""","2020"
"Parkview Villa","Occupied No Notice","""611""","2020"
"Parkview Villa","Occupied No Notice","""612""","2020"
"Parkview Villa","Occupied No Notice","""701""","2020"
"Parkview Villa","Occupied No Notice","""702""","2020"
"Parkview Villa","Occupied No Notice","""703""","2020"
"Parkview Villa","Occupied No Notice","""704""","2020"
"Parkview Villa","Occupied No Notice","""705""","2020"
"Parkview Villa","Occupied No Notice","""706""","2020"
"Parkview Villa","Occupied No Notice","""707""","2020"
"Parkview Villa","Occupied No Notice","""708""","2020"
"Parkview Villa","Occupied No Notice","""709""","2020"
"Parkview Villa","Occupied No Notice","""710""","2020"
"Parkview Villa","Occupied No Notice","""711""","2020"
"Parkview Villa","Occupied No Notice","""712""","2020"
"Parkview Villa","Occupied No Notice","""801""","2020"
"Parkview Villa","Occupied No Notice","""802""","2020"
"Parkview Villa","Occupied No Notice","""803""","2020"
"Parkview Villa","Occupied No Notice","""804""","2020"
"Parkview Villa","Occupied No Notice","""805""","2020"
"Parkview Villa","Occupied No Notice","""806""","2020"
"Parkview Villa","Occupied No Notice","""807""","2020"
"Parkview Villa","Notice Unrented","""808""","2020"
"Parkview Villa","Occupied No Notice","""809""","2020"
"Parkview Villa","Occupied No Notice","""810""","2020"
"Parkview Villa","Occupied No Notice","""811""","2020"
"Parkview Villa","Occupied No Notice","""812""","2020"
"Parkview Villa","Occupied No Notice","""901""","2020"
"Parkview Villa","Occupied No Notice","""902""","2020"
"Parkview Villa","Occupied No Notice","""903""","2020"
"Parkview Villa","Occupied No Notice","""904""","2020"
"Parkview Villa","Occupied No Notice","""905""","2020"
"Parkview Villa","Occupied No Notice","""906""","2020"
"Parkview Villa","Occupied No Notice","""907""","2020"
"Parkview Villa","Occupied No Notice","""908""","2020"
"Parkview Villa","Occupied No Notice","""909""","2020"
"Parkview Villa","Occupied No Notice","""910""","2020"
"Parkview Villa","Occupied No Notice","""911""","2020"
"Parkview Villa","Occupied No Notice","""912""","2020"
"Phillips ReDesign","Occupied No Notice","""1513-1""","2020"
"Phillips ReDesign","Occupied No Notice","""1513-2""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2200-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2200-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2200-3""","2020"
"Phillips ReDesign","Occupied No Notice","""2200-4""","2020"
"Phillips ReDesign","Occupied No Notice","""2207-06""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2207-07""","2020"
"Phillips ReDesign","Occupied No Notice","""2207-08""","2020"
"Phillips ReDesign","Notice Unrented","""2207-09""","2020"
"Phillips ReDesign","Occupied No Notice","""2207-10""","2020"
"Phillips ReDesign","Occupied No Notice","""2213-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2213-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2213-3""","2020"
"Phillips ReDesign","Occupied No Notice","""2213-4""","2020"
"Phillips ReDesign","Occupied No Notice","""2213-5""","2020"
"Phillips ReDesign","Occupied No Notice","""2217B-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2217B-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2217P-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2217P-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2217P-3""","2020"
"Phillips ReDesign","Occupied No Notice","""2217P-4""","2020"
"Phillips ReDesign","Occupied No Notice","""2217P-5""","2020"
"Phillips ReDesign","Occupied No Notice","""2305""","2020"
"Phillips ReDesign","Occupied No Notice","""2307""","2020"
"Phillips ReDesign","Vacant Unrented Not Ready","""2309-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2309-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2312""","2020"
"Phillips ReDesign","Occupied No Notice","""2314""","2020"
"Phillips ReDesign","Occupied No Notice","""2315-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2315-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2320-1""","2020"
"Phillips ReDesign","Occupied No Notice","""2320-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2322-1""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2322-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2714-2""","2020"
"Phillips ReDesign","Occupied No Notice","""2800""","2020"
"Phillips ReDesign","Occupied No Notice","""2802""","2020"
"Phillips ReDesign","Occupied No Notice","""2804""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-01""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-02""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-03""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-04""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2805-11""","2020"
"Phillips ReDesign","Notice Unrented","""2805-12""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-13""","2020"
"Phillips ReDesign","Notice Unrented","""2805-14""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-21""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-22""","2020"
"Phillips ReDesign","Vacant Rented Not Ready","""2805-23""","2020"
"Phillips ReDesign","Occupied No Notice","""2805-24""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2806""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2808""","2020"
"Phillips ReDesign","Occupied No Notice","""2810""","2020"
"Phillips ReDesign","Occupied No Notice","""2812""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-01""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-02""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-03""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-05""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-06""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-11""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-12""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-13""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-14""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-15""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-16""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-21""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-22""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-23""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-24""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-25""","2020"
"Phillips ReDesign","Occupied No Notice","""2813-26""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2814""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-100""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-101""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2828-102""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-104""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-105""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-200""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-201""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-202""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-203""","2020"
"Phillips ReDesign","Vacant Rented Ready","""2828-204""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-205""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-300""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-301""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-302""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-303""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-304""","2020"
"Phillips ReDesign","Occupied No Notice","""2828-305""","2020"
"Pine Cliff","Occupied No Notice","""100""","2020"
"Pine Cliff","Occupied No Notice","""101""","2020"
"Pine Cliff","Occupied No Notice","""102""","2020"
"Pine Cliff","Occupied No Notice","""103""","2020"
"Pine Cliff","Occupied No Notice","""104""","2020"
"Pine Cliff","Occupied No Notice","""105""","2020"
"Pine Cliff","Occupied No Notice","""106""","2020"
"Pine Cliff","Occupied No Notice","""107""","2020"
